Title,Description,URL
Dois veículos se envolvem em acidente na Avenida Maripá,"Mais um acidente de trânsito foi registrado no fim da tarde desta sexta-feira (02), desta vez no cruzamento da Avenida Maripá com a ruas Maceió e...",https://www.opresente.com.br/marechal-candido-rondon/dois-veiculos-se-envolvem-em-acidente-na-avenida-maripa/
Acidente deixa motociclista ferida no centro de Marechal Rondon,"Uma motociclista ficou ferida em uma colisão com um automóvel na manhã desta terça-feira (27) no cruzamento da Rua Piauí com a Avenida Maripá, no centro...",https://www.opresente.com.br/marechal-candido-rondon/acidente-deixa-motociclista-ferida-no-centro-de-marechal-rondon-2/
Homem fica ferido em acidente em rotatória rondonense,Um acidente de trânsito foi registrado por volta das 09h35 desta terça-feira (20) na rotatória de cruzamento da Avenida Rio Grande do Sul com a Avenida...,https://www.opresente.com.br/marechal-candido-rondon/homem-fica-ferido-em-acidente-em-rotatoria-rondonense/
Acidente é registrado em rotatória no centro de Marechal Rondon,"Um acidente de trânsito foi registrado nesta sexta-feira (16) por volta dás 19h, evolvendo uma motoneta Honda/Biz e um utilitário GM/Montana, bem no centro de Marechal...",https://www.opresente.com.br/marechal-candido-rondon/acidente-e-registrado-em-rotatoria-no-centro-de-marechal-rondon/
Acidente deixa motociclista ferido em Marechal Rondon,"Uma motocicleta CG e um veículo C4 se envolveram em um acidente nesta sexta-feira (09), por volta das 12 horas, em Marechal Cândido Rondon. O condutor...",https://www.opresente.com.br/marechal-candido-rondon/acidente-deixa-motociclista-ferido-em-marechal-rondon/
Mulher fica ferida em acidente na PRC-467 em Marechal Rondon,"Uma mulher ficou ferida em um acidente registrado na tarde desta sexta-feira (02) na PRC-467 em Marechal Cândido Rondon, próximo à sede do Batalhão de Polícia...",https://www.opresente.com.br/marechal-candido-rondon/mulher-fica-ferida-em-acidente-na-prc-467-em-marechal-rondon/
Acidente com capotamento é registrado no centro de Marechal Rondon,"Um acidente de trânsito foi registrado no centro de Marechal Cândido Rondon, nesta terça-feira (30), por volta das 17h45, no cruzamento das ruas Sete de Setembro...",https://www.opresente.com.br/marechal-candido-rondon/acidente-com-capotamento-e-registrado-no-centro-de-marechal-rondon/
Trabalhador sofre queimaduras e é transferido de helicóptero de Marechal para hospital na região,"Na manhã de terça-feira (10), a equipe do Serviço de Atendimento Móvel de Urgência (SAMU) foi acionada para atender uma vítima que sofreu um acidente de...",https://www.opresente.com.br/marechal-candido-rondon/trabalhador-sofre-queimaduras-e-e-transferido-de-helicoptero-de-marechal-para-hospital-na-regiao/
CIPA promove ação alusiva ao agosto lilás,"A Comissão Interna de Prevenção de Acidentes da Cooperativa Agroindustrial da Copagril promoveu nesta quinta-feira (29), uma ação alusiva à campanha do agosto Lilás, que é...",https://www.opresente.com.br/marechal-candido-rondon/cipa-promove-acao-alusiva-ao-agosto-lilas/
"“Em todos os lugares que andou ele impactou vidas”, destaca filha de Edilson Hobold","Professor foi vítima do acidente avião que caiu em Vinhedos, interior de SP",https://www.opresente.com.br/marechal-candido-rondon/em-todos-os-lugares-que-andou-ele-impactou-vidas-destaca-filha-de-edilson-hobold/
Homem alcoolizado atinge pai e filho de moto e sai sem prestar socorro em Marechal Rondon,Criança foi conduzida à UPA,https://www.opresente.com.br/policial/homem-alcoolizado-atinge-pai-e-filho-de-moto-e-sai-sem-prestar-socorro-em-marechal-rondon/
"Sensei Edilson Hobold estava a caminho do Campeonato Brasileiro Sub-21, na Bahia","Entre as vítimas do acidente aéreo do voo 2283, avião PS – VPB, está o sensei Edilson Hobold, de 52 anos. Edilson estava a caminho do...",https://www.opresente.com.br/marechal-candido-rondon/sensei-edilson-hobold-estava-a-caminho-do-campeonato-brasileiro-sub-21-na-bahia/
"Falece Ciro Damke, professor aposentado da Unioeste e ex-morador de Marechal Rondon",Velório e sepultamento serão em Missal,https://www.opresente.com.br/municipios/falece-ciro-damke-professor-aposentado-da-unioeste-e-ex-morador-de-marechal-rondon/
Veículo é localizado acidentado na rodovia entre Nova Santa Rosa e Marechal Rondon,Não há maiores detalhes sobre a ocorrência e também sobre feridos,https://www.opresente.com.br/municipios/veiculo-e-localizado-acidentado-na-rodovia-entre-nova-santa-rosa-e-marechal-rondon/
"Policial, esposa e cão da PM são atropelados em Marechal Rondon; Motorista foi preso","Um atropelamento deixou um policial militar, sua esposa e um cão da Polícia Militar feridos, na noite de quarta-feira (17), em Marechal Cândido Rondon. O condutor...",https://www.opresente.com.br/policial/policial-esposa-e-cao-da-pm-sao-atropelados-em-marechal-rondon-motorista-foi-preso/
Mobilidade realiza vistoria obrigatória de táxis em Marechal Rondon,"Procedimento é fundamental para a segurança dos prestadores de serviços e dos clientes, além da qualidade e da conformidade dos veículos",https://www.opresente.com.br/marechal-candido-rondon/mobilidade-realiza-vistoria-obrigatoria-de-taxis-em-marechal-rondon/
Marcio Cerny é transferido para Toledo para fazer cirurgia,Ele teve duas fraturas na perna,https://www.opresente.com.br/marechal-candido-rondon/marcio-cerny-e-transferido-para-toledo-para-fazer-cirurgia/
Inaugurada obra de R$ 2 milhões do Corpo de Bombeiros em Marechal Rondon; veja fotos,Quartel também recebeu uma nova ambulância,https://www.opresente.com.br/marechal-candido-rondon/inaugurada-obra-de-r-2-milhoes-do-corpo-de-bombeiros-em-marechal-rondon-veja-fotos/
Colisão entre veículos faz vítima com ferimentos em Marechal Rondon,Acidente ocorreu durante a noite,https://www.opresente.com.br/marechal-candido-rondon/colisao-entre-veiculos-faz-vitima-com-ferimentos-em-marechal-rondon/
Autoridades vistoriam nova sede do Corpo de Bombeiros em Marechal Rondon,"As obras receberam investimentos superiores a R$ 1,5 milhão provenientes de recursos próprios da administração municipal",https://www.opresente.com.br/marechal-candido-rondon/autoridades-vistoriam-nova-sede-do-corpo-de-bombeiros-em-marechal-rondon/
Animais soltos pelas ruas motiva alerta da Fiscalização de Posturas,Cuidados essenciais são indicados com o objetivo de evitar incidentes envolvendo terceiros,https://www.opresente.com.br/marechal-candido-rondon/animais-soltos-pelas-ruas-motiva-alerta-da-fiscalizacao-de-posturas/
Campanha Maio Amarelo tem ações em Marechal Rondon,Objetivo é promover a conscientização pela segurança no trânsito,https://www.opresente.com.br/marechal-candido-rondon/campanha-maio-amarelo-tem-acoes-em-marechal-rondon/
"Depois de quase quatro meses, corpo de rondonense é liberado para sepultamento","Será sepultado neste sábado (04), no cemitério de Novo Horizonte, Marechal Cândido Rondon, o corpo de Arno Pedro Eberhardt, de 78 anos. Ele foi vítima de...",https://www.opresente.com.br/marechal-candido-rondon/depois-de-quase-quatro-meses-corpo-de-rondonense-e-liberado-para-sepultamento/
Homem fica ferido após caminhão tombar na PRC-467 em Marechal Rondon,"Um acidente de trânsito foi registrado no domingo (28), em Marechal Cândido Rondon, e deixou uma pessoa ferida. Um caminhão Volvo/ FH 500, placas de Marechal...",https://www.opresente.com.br/marechal-candido-rondon/homem-fica-ferido-apos-caminhao-tombar-na-prc-467-em-marechal-rondon/
Acimacar promove treinamento sobre Segurança no Trabalho em Altura,"A Norma Regulamentadora 35, ou apenas NR 35, garante a segurança e a saúde dos trabalhadores envolvidos direta ou indiretamente com trabalhos em altura. São considerados...",https://www.opresente.com.br/marechal-candido-rondon/acimacar-promove-treinamento-sobre-seguranca-no-trabalho-em-altura-3/
